uniformed_stock_code,trade_date,open,high,low,close,vol,pe_ttm,pb,change,pct_chg,amount,date,volume,rsi_6,rsi_12,rsi_24,ma_5,ma_20,ma_60,macd,macd_signal,macd_histogram,boll_middle,boll_upper,boll_lower,kdj_k,kdj_d,kdj_j,volatility,volume_ma_5,volume_ma_20,volume_ratio,wr_14,rsi6_pct100,pettm_pct10y
601318.SH,20070301,15.960163432073543,16.26979060265577,14.619509703779364,14.935520939734422,1977633.51,102.9584,4.7351,,,30550170.364035368,20070301,1977633.51,,,,,,,,,,,,,,,,,,,,,,
601318.SH,20070302,15.00255362614913,15.143003064351378,14.645045965270684,14.814223697650661,425048.32,102.1222,4.6966,-0.12129724208376125,-0.8121393460141211,6336785.554647598,20070302,425048.32,,,,,,,,,,,,,,,,,,,,,,
601318.SH,20070305,14.676966292134829,14.73761491317671,13.894918283963227,14.166241062308478,419196.74,97.6553,4.4912,-0.6479826353421831,-4.3740573152337685,6045489.247063329,20070305,419196.74,,,,,,,,,,,,,,,,,,,,,,
601318.SH,20070306,14.044943820224718,14.68335035750766,13.96514300306435,14.443947906026557,297727.88,99.5697,4.5792,0.27770684371807874,1.9603424966200926,4240968.668603166,20070306,297727.88,,,,,,,,,,,,,,,,,,,,,,
601318.SH,20070307,14.456716036772216,14.970633299284984,14.335418794688456,14.836567926455565,287463.78,102.2762,4.7037,0.3926200204290087,2.7182320441988916,4210379.06834142,20070307,287463.78,,,,14.639300306435137,,,,,,,,,,,,,681414.0460000001,,0.421863596278143,,,
601318.SH,20070308,14.715270684371808,14.788687436159345,14.581205311542389,14.657814096016342,130983.83,101.044,4.647,-0.17875383043922355,-1.204819277108433,1923699.5717249743,20070308,130983.83,,,,14.583758937691522,,,,,,,,,,,,,312084.1100000001,,0.41970682198462445,,,
601318.SH,20070309,14.651430030643512,14.715270684371808,14.268386108273749,14.533324821246168,160887.79,100.1858,4.6076,-0.12448927477017335,-0.8493031358884998,2347735.354906154,20070309,160887.79,38.461538461538424,,,14.527579162410621,,,,,,,,,,,,,259252.0040000001,,0.6205845567928568,,,
601318.SH,20070312,14.45990806945863,14.45990806945863,14.204545454545453,14.271578140960163,145353.06,98.3815,4.5246,-0.2617466802860058,-1.8010103228640435,2088104.7195160878,20070312,145353.06,32.58845437616385,,,14.548646578140957,,,,,,,,,,,,,204483.26800000007,,0.7108310690730938,,,
601318.SH,20070313,14.30349846782431,14.44713993871297,14.242849846782429,14.329034729315627,102319.68,98.7775,4.5428,0.05745658835546408,0.40259449787519097,1464835.8171603675,20070313,102319.68,35.19513068385244,,,14.525663942798769,,,,,,,,,18.279569892473084,18.279569892473084,18.279569892473084,,165401.6280000001,,0.618613499983204,,,
601318.SH,20070314,14.140704800817158,14.396067415730336,13.977911133810009,14.3449948927477,173306.56,98.8876,4.5478,0.01596016343207296,0.11138338159946129,2468379.31154239,20070314,173306.56,36.01979498055841,,,14.4273493360572,,,,,,,,,24.206840286371623,20.25532669043926,32.10986747823634,,142570.18400000007,,1.2155876855710581,,,
601318.SH,20070315,14.530132788559754,14.83975995914198,14.300306435137893,14.35137895812053,152521.9,98.9316,4.5499,0.006384065372831316,0.04450378282155307,2202531.5232379977,20070315,152521.9,36.408224067906204,,,14.366062308478039,,,,,,,,,30.282304998036096,23.597652792971537,43.651609408165214,,146877.79800000004,,1.0384271964643694,,,
601318.SH,20070316,14.360955056179774,14.667390194075587,14.172625127681306,14.431179775280897,227547.24,99.4817,4.5752,0.07980081716036658,0.556049822064049,3275785.4073033705,20070316,227547.24,41.71593441271555,,,14.345633299284984,,,,,,,,,35.6379387817595,27.61108145590086,51.69165343347679,,160209.68800000008,,1.4203088642179984,,,
601318.SH,20070320,14.938712972420836,14.977017364657813,14.523748723186925,14.613125638406537,222026.87,100.7359,4.6329,0.1819458631256392,1.2607830126078359,3280651.114753575,20070320,222026.87,52.55136301845896,43.129251700680264,,14.413942798774258,,,,,,,,,44.95138410796747,33.39118233992306,68.07178764405629,,175544.4500000001,,1.2647900289641734,,,
601318.SH,20070321,14.619509703779364,14.68335035750766,14.33222676200204,14.396067415730336,136728.32,99.2396,4.564,-0.21705822267620078,-1.4853647881170857,1983625.5566905004,20070321,136728.32,41.50514731843263,39.17537355353329,,14.4273493360572,,,,,,,,,43.91860111990163,36.90032193324925,57.95515949320638,,182426.17800000013,,0.7494994495800921,-78.89784946236561,,
601318.SH,20070322,14.507788559754852,14.657814096016342,14.437563840653725,14.479060265577118,167509.84,99.8117,4.5903,0.08299284984678224,0.5764966740576484,2427791.204417773,20070322,167509.84,46.65039649804402,41.415572278786065,,14.45416241062308,,,,,,,,,45.99898221624964,39.93320869424938,58.13052926025016,,181266.8340000001,,0.9241063922372027,-53.19693094629159,,
601318.SH,20070323,14.47267620020429,14.533324821246168,14.271578140960163,14.415219611848823,139810.14,99.3717,4.5701,-0.0638406537282954,-0.4409171075837827,2019410.37889428,20070323,139810.14,43.14708977427892,40.17392963873811,,14.466930541368736,,,,,,,,,45.25597749453911,41.70746496101262,52.35300256159209,,178724.48200000002,,0.7822663041765033,-51.91740412979367,,
