uniformed_stock_code,trade_date,open,high,low,close,vol,pe_ttm,pb,change,pct_chg,amount,date,volume,rsi_6,rsi_12,rsi_24,ma_5,ma_20,ma_60,macd,macd_signal,macd_histogram,boll_middle,boll_upper,boll_lower,kdj_k,kdj_d,kdj_j,volatility,volume_ma_5,volume_ma_20,volume_ratio,wr_14,rsi6_pct100,pettm_pct10y
09988.HK,20200317,177.452,181.352,170.452,178.652,368722.4,,,3.8999999999999773,2.231734114631007,65651760.764800005,20200317,368722.4,32.95787377158132,35.67734293454676,,183.45199999999994,,,,,,,,,20.9033102085736,17.896540930688122,26.916848764344557,,394148.66800000006,,0.9354906661767532,-75.30120481927713,,
09988.HK,20200318,173.252,177.252,168.252,168.452,586039.73,,,-10.199999999999989,-5.7094239079327345,100126059.94996,20200318,586039.73,24.10795067191681,30.033486119550176,,178.65200000000004,,,,,,,,,14.141301455921484,16.644794439099243,9.134315489565964,,475636.23,,1.2321175155223143,-99.4350282485876,,
09988.HK,20200319,171.552,171.952,163.052,169.452,345994.88,,,1.0,0.593640918481229,58992819.02976,20200319,345994.88,26.432025901242596,31.197547266682975,,175.6920000000001,,,,,,,,,15.814759852849857,16.368116243682778,14.708047071184012,,461150.98999999993,,0.750285454228343,-84.23645320197043,,
09988.HK,20200320,172.452,178.452,172.452,178.452,278992.47,,,9.0,5.311238580837052,48949786.846439995,20200320,278992.47,44.71620620973809,40.85828979547735,,173.95200000000014,,,,,,,,,25.912434712279147,19.549555733214902,38.63819267040763,,410364.7559999999,,0.6798645983136038,-62.06896551724136,,
09988.HK,20200323,167.952,172.352,165.452,165.452,375350.58,,,-13.0,-7.284872122475512,62571692.38716,20200323,375350.58,31.25273995902539,33.45594525042405,,172.09200000000018,,,,,,,,,19.713980865096673,19.604364110508826,19.933214374272367,,391020.01199999993,,0.9599267773537895,-94.0886699507389,,
09988.HK,20200324,169.152,170.452,165.652,169.952,267295.51,,,4.5,2.7198220631965766,45320488.31152,20200324,267295.51,38.89495746515323,37.716993042142484,,170.35200000000023,187.27700000000004,,,,,187.27700000000004,211.78413161510343,162.76986838489665,21.854775122185664,20.354501114401103,24.855323137754795,,370734.6339999998,320984.94349999994,0.7209887760311063,-83.00492610837436,,
09988.HK,20200325,176.452,177.152,173.252,175.152,280120.53,,,5.199999999999989,3.0596874411598503,49245749.415060006,20200325,280120.53,47.05611697818272,42.36902314826249,,171.69200000000018,186.11200000000002,,,,,186.11200000000002,210.5986820945591,161.62531790544094,29.847627859234876,23.51887669601236,42.50513018567991,0.567123250765588,309550.79399999994,320483.47299999994,0.9049258972341712,-67.81914893617022,,
09988.HK,20200326,176.452,177.852,173.752,176.352,178167.38,,,1.200000000000017,0.685119210742679,31429082.166759998,20200326,178167.38,48.94444301997757,43.432688341346434,,173.07200000000012,184.89700000000005,,,,,184.89700000000005,208.78134424471398,161.01265575528612,44.124283782295024,30.387345724773247,71.59815989733856,0.5657432285120799,275985.29399999994,317692.8715,0.6455683830747883,-60.179640718562844,,
09988.HK,20200327,181.452,181.452,178.352,179.352,239224.55,,,3.0,1.7011431682090363,43156587.269099995,20200327,239224.55,53.87933866220346,46.1435969747385,,173.25200000000004,184.09200000000004,,,,,184.09200000000004,207.5810953423073,160.6029046576928,58.94517469544307,39.90662204832985,97.0222799896695,0.5659942233134898,268031.70999999996,310245.6234999999,0.89252331375269,-51.197604790419135,,
09988.HK,20200330,175.652,177.552,172.952,175.752,181295.47,,,-3.5999999999999943,-2.0072260136491336,31853976.66994,20200330,181295.47,47.29632384142775,43.41960976552563,,175.31200000000007,182.87700000000004,,,,,182.87700000000004,205.43358440455916,160.32041559544092,62.304029507106996,47.372424534588895,92.16723945214319,0.5596848207658541,229220.6879999999,310808.1404999999,0.7909210620639969,-61.280487804878014,,
09988.HK,20200331,180.652,181.152,178.152,178.852,135981.27,,,3.0999999999999943,1.7638490600391428,24442905.24504,20200331,135981.27,53.204423561745955,46.392422511885385,41.99346405228758,177.092,181.88700000000003,,,,,181.88700000000003,203.29608919127577,160.4779108087243,70.15920807720177,54.96801904879318,100.54158613401896,0.5654928356556663,202957.83999999985,308029.0264999999,0.6699976211808328,-40.15151515151512,,
09988.HK,20200401,180.852,182.852,176.552,179.452,228147.64,,,0.5999999999999943,0.3354729049717053,41101253.64128,20200401,228147.64,54.391885848721834,46.98060822944074,42.28866270851003,177.95200000000006,180.97700000000003,,-4.789771387189745,-5.610226073122546,1.640909371865602,180.97700000000003,201.13922953941358,160.8147704605865,73.59272875644868,61.17625561801168,98.42567503332268,0.5661542428614665,192563.26199999973,312159.68599999987,1.184793182408804,-37.878787878787875,,
09988.HK,20200402,178.652,181.952,177.652,181.452,123049.3,,,2.0,1.114504157100506,22155272.5636,20200402,123049.3,58.59461886868378,49.0148352819022,43.2924472466814,178.97200000000012,179.91700000000006,,-4.158907469845218,-5.319962352467081,2.3221097652437255,179.91700000000006,197.46992283353407,162.36407716646605,79.71316016713436,67.35522380105257,104.42903289929794,0.5589445097203617,181539.64599999972,308640.5044999999,0.677809518258068,-7.070707070707096,,
09988.HK,20200403,178.952,180.352,178.052,179.152,92905.12,,,-2.3000000000000114,-1.267552851442812,16634847.546239998,20200403,92905.12,51.984049307729684,46.76390593314458,42.40732852967971,178.93200000000016,178.9120000000001,,-3.8007216944915854,-5.016114220871982,2.4307850527607933,178.9120000000001,194.05840551418066,163.76559448581952,79.30489747576397,71.3384483592897,95.2377957087125,0.5580235965829258,152275.75999999978,306918.5289999999,0.6101110248932603,-18.686868686868763,,
09988.HK,20200406,181.452,185.152,180.652,184.052,182536.09,,,4.900000000000006,2.7351076181119973,33358835.51968,20200406,182536.09,62.732788667237145,51.89789781633528,44.91115763818329,180.592,178.66700000000006,,-3.085895554889845,-4.630070487675555,3.08834986557142,178.66700000000006,193.30588998524144,164.02811001475868,83.19780050296833,75.2915657405159,99.01027002787319,0.5408498328406959,152523.8839999998,287576.88049999985,1.196770533328408,-4.977375565610835,,
09988.HK,20200407,186.952,187.152,183.952,186.952,163819.3,,,2.9000000000000057,1.5756416664855617,30626345.773599997,20200407,163819.3,67.8449479888427,54.717390174323675,46.35154726377051,182.21200000000007,178.27700000000007,,-2.2593406528669107,-4.1559245207138265,3.7931677356938316,178.27700000000007,191.53111256931228,165.02288743068786,88.32905010057046,79.63739386053408,105.71236258064323,0.5323182397994093,158091.48999999985,281483.15799999994,1.0362309824519975,-0.8298755186721521,,
09988.HK,20200408,184.852,186.952,184.452,185.552,91800.63,,,-1.4000000000000057,-0.7488553211519565,17001660.27726,20200408,91800.63,62.850393355869535,53.07888705678783,45.748972243546405,183.43199999999996,177.93200000000007,,-1.697688343272148,-3.664277285225491,3.933177883906686,177.93200000000007,189.99825045322703,165.86574954677312,88.4634981891127,82.57942863672695,100.23163729388423,0.5314696659282557,130822.0879999999,277143.09349999984,0.7017211802948755,-7.3732718894008995,,
09988.HK,20200409,186.752,187.352,184.752,187.152,131618.58,,,1.5999999999999943,0.8622919720617371,24606356.768159997,20200409,131618.58,66.25710081598831,54.767585773420876,46.57719832178784,184.57199999999995,178.07700000000006,,-1.1106651566292385,-3.1535548595062406,4.085779405754004,178.07700000000006,190.50774816734702,165.6462518326531,91.8460358297788,85.66829770107756,104.2015120871813,0.5103771085623988,132535.94399999976,262802.96849999984,0.9930783757800845,-0.9132420091324978,,
09988.HK,20200414,189.452,193.452,189.452,192.452,182330.07,,,5.300000000000011,2.8319227152261326,34816291.52664,20200414,182330.07,75.27117664560208,59.97327644384287,49.254971131725796,187.23199999999997,178.34200000000007,,-0.2152975299815978,-2.565903393601312,4.7012117272394285,178.34200000000007,191.724809869381,164.95919013061913,92.591637298748,87.9760775669677,101.82275676230861,0.5166753792834573,150420.9339999998,245273.28999999986,1.212132282066539,-3.597122302158272,,
09988.HK,20200415,194.452,196.652,192.252,193.352,207224.74,,,0.9000000000000057,0.46764907613327256,40181291.53547999,20200415,207224.74,76.54782091632406,60.80882571928083,49.70170652685874,189.092,179.27200000000008,,0.5604497277050484,-1.94063276934004,5.002164994090177,179.27200000000008,194.04096746560174,164.50303253439841,89.5884547165783,88.5135366168379,91.73829091605907,0.4530792847484121,155358.66399999987,232030.81199999986,1.3338473353504132,-13.924050632911328,,
09988.HK,20200416,195.452,198.252,195.352,198.252,198181.06,,,4.900000000000006,2.5342380735653136,39012338.02312,20200416,198181.06,82.46288459956584,65.13189771229682,52.09751385818315,191.35200000000003,180.2520000000001,,1.5527252175996864,-1.2419611719520949,5.589372779103563,180.2520000000001,197.17098342099794,163.33301657900225,93.0589698110522,90.02868101490932,99.11954740333795,0.45461355697158773,162231.016,223503.74499999988,1.221597847849267,-0.0,,
09988.HK,20200417,205.452,207.252,201.652,203.052,333978.11,,,4.799999999999983,2.4211609466739215,68215696.92372,20200417,333978.11,86.47333650429675,68.80870839434118,54.321533984037906,194.85200000000003,181.98200000000006,,2.6953601431000607,-0.45449690894166384,6.299714104083449,181.98200000000006,200.70098501521923,163.26301498478088,90.57812599275624,90.21182934085829,91.31071929655218,0.3965765707024315,210666.51199999993,210900.66399999987,1.5853402936675578,-12.244897959183719,100.0,
09988.HK,20200420,200.852,203.052,198.852,201.252,228754.5,,,-1.799999999999983,-0.8864724307073966,45991549.734000005,20200420,228754.5,78.40487496779213,65.9631709133422,53.35225649886986,197.6720000000001,183.57200000000006,,3.4162808380863794,0.3196586404639448,6.193244395244869,183.57200000000006,203.14633012902362,163.9976698709765,86.19995366935629,88.87453745035762,80.8507861073536,0.40162147109547297,230093.69600000008,205038.64499999987,0.9941797797015696,-17.492711370262384,93.54838709677419,
09988.HK,20200421,202.452,203.252,196.052,199.652,177787.69,,,-1.6000000000000227,-0.795023155049402,35744570.64988,20200421,177787.69,71.3078760158424,63.4199570254437,52.48363438033514,199.11200000000008,184.63200000000006,,3.8145374414165474,1.0186344006544654,5.5918060815241635,184.63200000000006,205.25069055008106,164.01330944991906,79.9272938625465,85.89212292108724,67.99763574546506,0.37147533569790603,229185.2199999999,199978.40599999987,0.7757380253403778,-24.75570032573296,84.375,
09988.HK,20200422,196.452,202.052,196.052,201.052,129627.33,,,1.4000000000000057,0.7012201230140473,25763691.09216,20200422,129627.33,73.79818036133992,64.71840970925034,53.1796266608903,200.65200000000004,186.41200000000003,,4.194772245263039,1.6538619695761803,5.081820551373717,186.41200000000003,206.23132390370574,166.59267609629433,77.5538684229842,83.11270475505287,66.43619575884685,0.2362977993483411,213665.7379999999,187692.24349999987,0.6066828084528932,-20.195439739413725,84.84848484848484,
09988.HK,20200423,199.852,200.652,197.852,199.852,163591.83,,,-1.1999999999999886,-0.5968605136979431,32694154.40916,20200423,163591.83,67.74988813125694,62.63933161187175,52.49194023947217,200.97199999999992,187.907,,4.34914683807429,2.192918943275802,4.312455789596976,187.907,207.03305291219283,168.7809470878072,74.07294931902649,80.09945294304407,62.019942070991334,0.23355456120910242,206747.89199999982,182507.0594999999,0.7912623844309867,-25.0,76.47058823529412,
09988.HK,20200424,194.052,196.052,192.752,193.452,239661.98,,,-6.400000000000006,-3.2023697536176803,46434987.948960006,20200424,239661.98,44.43996662972276,52.775175416699525,48.967915748794304,199.05200000000005,188.82200000000003,,3.9099913556549097,2.5363334257516237,2.747315859806572,188.82200000000003,207.15416844784056,170.4898315521595,56.87260291680417,72.3571696009641,25.90346954848431,0.25731625668065833,187884.66600000003,180484.1319999999,1.2755803073359908,-47.260273972602754,31.428571428571427,
09988.HK,20200427,193.952,197.852,193.952,196.052,139368.96,,,2.5999999999999943,1.3440026466513628,27177225.93792,20200427,139368.96,52.42041824213303,55.855996502183984,50.38006077242963,198.0119999999999,189.80700000000002,,3.728772771358763,2.774821294873052,1.9079029529714218,189.80700000000002,207.45754956651493,172.1564504334851,46.359513055647184,63.691284085858456,11.695970995224627,0.25888221210308926,170007.5580000002,178544.21099999995,0.8197809652674373,-42.10526315789476,52.77777777777778,
09988.HK,20200428,193.452,194.652,191.752,194.452,199448.23,,,-1.5999999999999943,-0.8161100116295648,38683383.10496,20200428,199448.23,47.39339731681105,53.512384964483346,49.50048056261853,196.97199999999992,190.56200000000004,,3.416663934416107,2.903189822781663,1.0269482232688878,190.56200000000004,207.64168383782328,173.4823161621768,36.71279365000132,54.69845394057275,0.7414730688584825,0.2593564599877791,174339.66600000038,176555.39499999996,1.1440209481644847,-54.93562231759659,43.24324324324324,
09988.HK,20200429,191.952,193.352,191.952,192.452,148501.19,,,-2.0,-1.0285314627774462,28542225.72038,20200429,148501.19,41.433328267619906,50.616341039406095,48.39833091618719,195.25200000000004,191.39700000000002,,2.9736537181856306,2.917282601862457,0.11274223264634742,191.39700000000002,207.07417767967183,175.7198223203282,25.980572110753542,45.12582666396634,-12.30993699567206,0.24986023864454557,178114.43800000026,174915.68099999995,0.8337403282265068,-64.9122807017544,28.947368421052634,
09988.HK,20200504,185.252,185.352,183.652,185.152,269035.68,,,-7.300000000000011,-3.7931536175254146,49825946.00736,20200504,269035.68,26.717092122476515,41.642658352684585,44.61488766349902,192.31200000000007,191.71200000000005,,2.010341967940235,2.7358944750780125,-1.451105014275555,191.71200000000005,206.6016474101975,176.8223525898026,19.871401815332288,36.70768504775499,-13.801164649513126,0.2850209065902491,199203.2080000002,181568.40149999998,1.350558972925776,-93.64406779661017,10.256410256410255,
09988.HK,20200505,183.152,184.652,182.352,183.952,271103.75,,,-1.1999999999999886,-0.6481161424127142,49761635.519999996,20200505,271103.75,24.96778307721685,40.35952167747553,44.024559302184656,190.4119999999999,191.93699999999998,,1.1369741639822735,2.416110412858865,-2.558272497753183,191.93699999999998,206.2016801576481,177.67231984235187,15.799435341003015,29.738268478837668,-12.078230934666294,0.2864139033047859,205491.5620000001,183716.207,1.3192938306634696,-93.57429718875504,7.5,
