ts_code,name,market,industry,list_date
002111.SZ,威海广泰,主板,航空,20070126
002121.SZ,科陆电子,主板,电器仪表,20070306
002112.SZ,三变科技,主板,电气设备,20070208
002114.SZ,罗平锌电,主板,铅锌,20070215
002115.SZ,三维通信,主板,互联网,20070215
002120.SZ,韵达股份,主板,仓储物流,20070306
002116.SZ,中国海诚,主板,建筑工程,20070215
002117.SZ,东港股份,主板,广告包装,20070302
601166.SH,兴业银行,主板,银行,20070205
002119.SZ,康强电子,主板,半导体,20070302
601003.SH,柳钢股份,主板,普钢,20070227
002124.SZ,天邦食品,主板,农业综合,20070403
601005.SH,重庆钢铁,主板,普钢,20070228
601318.SH,中国平安,主板,保险,20070301
002123.SZ,梦网科技,主板,互联网,20070328
601007.SH,金陵饭店,主板,酒店餐饮,20070406
002125.SZ,湘潭电化,主板,化工原料,20070403
300318.SZ,博晖创新,创业板,医疗保健,20120523
002122.SZ,ST汇洲,主板,机床制造,20070328
002126.SZ,银轮股份,主板,汽车配件,20070418
601008.SH,连云港,主板,港口,20070426
002130.SZ,沃尔核材,主板,电气设备,20070420
002129.SZ,TCL中环,主板,电气设备,20070420
002127.SZ,南极电商,主板,互联网,20070418
002131.SZ,利欧股份,主板,互联网,20070427
002132.SZ,恒星科技,主板,钢加工,20070427
002134.SZ,天津普林,主板,元器件,20070516
002135.SZ,东南网架,主板,钢加工,20070530
002136.SZ,安纳达,主板,化工原料,20070530
002133.SZ,广宇集团,主板,全国地产,20070427
000338.SZ,潍柴动力,主板,汽车配件,20070430
002128.SZ,电投能源,主板,煤炭开采,20070418
601998.SH,中信银行,主板,银行,20070427
002139.SZ,拓邦股份,主板,元器件,20070629
601328.SH,交通银行,主板,银行,20070515
601600.SH,中国铝业,主板,铝,20070430
002137.SZ,实益达,主板,元器件,20070613
002138.SZ,顺络电子,主板,元器件,20070613
002170.SZ,芭田股份,主板,农药化肥,20070919
002140.SZ,东华科技,主板,建筑工程,20070712
601919.SH,中远海控,主板,水运,20070626
601168.SH,西部矿业,主板,铜,20070712
002144.SZ,宏达高科,主板,纺织,20070803
002141.SZ,贤丰控股,主板,农业综合,20070720
002142.SZ,宁波银行,主板,银行,20070719
601009.SH,南京银行,主板,银行,20070719
002153.SZ,石基信息,主板,软件服务,20070813
002146.SZ,荣盛发展,主板,全国地产,20070808
002159.SZ,三特索道,主板,旅游服务,20070817
002148.SZ,北纬科技,主板,互联网,20070810
002150.SZ,正泰电源,主板,机械基件,20070810
002152.SZ,广电运通,主板,IT设备,20070813
002149.SZ,西部材料,主板,小金属,20070810
002157.SZ,正邦科技,主板,农业综合,20070817
002155.SZ,湖南黄金,主板,黄金,20070816
002151.SZ,北斗星通,主板,通信设备,20070813
002156.SZ,通富微电,主板,半导体,20070816
002145.SZ,钛能化学,主板,化工原料,20070803
002158.SZ,汉钟精机,主板,工程机械,20070817
002168.SZ,*ST惠程,主板,电气设备,20070919
002160.SZ,常铝股份,主板,铝,20070821
002161.SZ,远望谷,主板,通信设备,20070821
002254.SZ,泰和新材,主板,化纤,20080625
002154.SZ,报喜鸟,主板,服饰,20070816
002164.SZ,宁波东力,主板,机械基件,20070823
002162.SZ,悦心健康,主板,陶瓷,20070823
002163.SZ,海南发展,主板,装修装饰,20070823
002169.SZ,智光电气,主板,电气设备,20070919
002167.SZ,东方锆业,主板,小金属,20070913
002175.SZ,东方智造,主板,电器仪表,20071012
002171.SZ,楚江新材,主板,铜,20070921
002165.SZ,红宝丽,主板,化工原料,20070913
002192.SZ,融捷股份,主板,小金属,20071205
002166.SZ,莱茵生物,主板,中成药,20070913
002172.SZ,澳洋健康,主板,医疗保健,20070921
002174.SZ,游族网络,主板,互联网,20070925
601169.SH,北京银行,主板,银行,20070919
002173.SZ,创新医疗,主板,医疗保健,20070925
002176.SZ,江特电机,主板,小金属,20071012
002179.SZ,中航光电,主板,元器件,20071101
002177.SZ,御银股份,主板,其他商业,20071101
002180.SZ,纳思达,主板,IT设备,20071113
601939.SH,建设银行,主板,银行,20070925
002178.SZ,延华智能,主板,软件服务,20071101
601808.SH,中海油服,主板,石油开采,20070928
300477.SZ,ST合纵,创业板,电气设备,20150610
002183.SZ,怡亚通,主板,仓储物流,20071113
002185.SZ,华天科技,主板,半导体,20071120
002182.SZ,宝武镁业,主板,小金属,20071113
002184.SZ,海得控制,主板,机械基件,20071116
601088.SH,中国神华,主板,煤炭开采,20071009
002189.SZ,中光学,主板,元器件,20071203
601857.SH,中国石油,主板,石油开采,20071105
002188.SZ,中天服务,主板,房产服务,20071122
002187.SZ,广百股份,主板,百货,20071122
002186.SZ,全聚德,主板,酒店餐饮,20071120
002196.SZ,方正电机,主板,纺织机械,20071212
002208.SZ,合肥城建,主板,区域地产,20080128
002193.SZ,如意集团,主板,纺织,20071207
002190.SZ,成飞集成,主板,汽车配件,20071203
002191.SZ,劲嘉股份,主板,广告包装,20071205
002194.SZ,武汉凡谷,主板,通信设备,20071207
002195.SZ,岩山科技,主板,软件服务,20071212
300213.SZ,佳讯飞鸿,创业板,通信设备,20110505
002200.SZ,*ST交投,主板,建筑工程,20071221
002199.SZ,*ST东晶,主板,元器件,20071221
002198.SZ,嘉应制药,主板,中成药,20071218
601390.SH,中国中铁,主板,建筑工程,20071203
601918.SH,新集能源,主板,煤炭开采,20071219
002197.SZ,证通电子,主板,IT设备,20071218
002201.SZ,九鼎新材,主板,玻璃,20071226
002203.SZ,海亮股份,主板,铜,20080116
601999.SH,出版传媒,主板,出版业,20071221
002202.SZ,金风科技,主板,电气设备,20071226
601866.SH,中远海发,主板,水运,20071212
002204.SZ,大连重工,主板,专用机械,20080116
002205.SZ,国统股份,主板,水泥,20080123
601601.SH,中国太保,主板,保险,20071225
002207.SZ,准油股份,主板,石油开采,20080128
002206.SZ,海利得,主板,化纤,20080123
002209.SZ,达意隆,主板,轻工机械,20080130
002210.SZ,飞马国际,主板,环境保护,20080130
002211.SZ,ST宏达,主板,橡胶,20080201
002213.SZ,大为股份,主板,半导体,20080201
601099.SH,太平洋,主板,证券,20071228
002212.SZ,天融信,主板,软件服务,20080201
002216.SZ,三全食品,主板,食品,20080220
601899.SH,紫金矿业,主板,铜,20080425
002215.SZ,诺普信,主板,农药化肥,20080218
002214.SZ,*ST大立,主板,电器仪表,20080218
002226.SZ,江南化工,主板,化工原料,20080506
002217.SZ,合力泰,主板,元器件,20080220
002218.SZ,拓日新能,主板,新型电力,20080228
002222.SZ,福晶科技,主板,元器件,20080319
601898.SH,中煤能源,主板,煤炭开采,20080201
002221.SZ,东华能源,主板,石油加工,20080306
002224.SZ,三力士,主板,橡胶,20080425
002219.SZ,新里程,主板,医疗保健,20080306
601958.SH,金钼股份,主板,小金属,20080417
601186.SH,中国铁建,主板,建筑工程,20080310
002223.SZ,鱼跃医疗,主板,医疗保健,20080418
002225.SZ,濮耐股份,主板,其他建材,20080425
002228.SZ,合兴包装,主板,广告包装,20080508
002227.SZ,奥特迅,主板,电气设备,20080506
002244.SZ,滨江集团,主板,区域地产,20080529
002230.SZ,科大讯飞,主板,软件服务,20080512
002237.SZ,恒邦股份,主板,黄金,20080520
002235.SZ,安妮股份,主板,造纸,20080516
002232.SZ,启明信息,主板,软件服务,20080509
002231.SZ,*ST奥维,主板,通信设备,20080512
002249.SZ,大洋电机,主板,电气设备,20080619
002229.SZ,鸿博股份,主板,广告包装,20080508
002253.SZ,*ST智胜,主板,软件服务,20080623
002234.SZ,民和股份,主板,农业综合,20080516
002246.SZ,北化股份,主板,化工原料,20080605
002233.SZ,塔牌集团,主板,水泥,20080516
002243.SZ,力合科创,主板,广告包装,20080528
002236.SZ,大华股份,主板,IT设备,20080520
002265.SZ,建设工业,主板,专用机械,20080806
002252.SZ,上海莱士,主板,生物制药,20080623
002240.SZ,盛新锂能,主板,小金属,20080523
002247.SZ,聚力文化,主板,其他建材,20080612
002239.SZ,奥特佳,主板,汽车配件,20080522
002238.SZ,天威视讯,主板,影视音像,20080526
002242.SZ,九阳股份,主板,家用电器,20080528
002245.SZ,蔚蓝锂芯,主板,电气设备,20080605
002241.SZ,歌尔股份,主板,元器件,20080522
002248.SZ,华东数控,主板,机床制造,20080612
002263.SZ,大东南,主板,塑料,20080728
002274.SZ,华昌化工,主板,农药化肥,20080925
002251.SZ,步步高,主板,超市连锁,20080619
002256.SZ,兆新股份,主板,新型电力,20080625
002261.SZ,拓维信息,主板,软件服务,20080723
002255.SZ,海陆重工,主板,专用机械,20080625
002259.SZ,升达林业,主板,供气供热,20080716
002262.SZ,恩华药业,主板,化学制药,20080723
002264.SZ,新华都,主板,互联网,20080731
002258.SZ,利尔化学,主板,农药化肥,20080708
002250.SZ,联化科技,主板,化工原料,20080619
601668.SH,中国建筑,主板,建筑工程,20090729
002267.SZ,陕天然气,主板,供气供热,20080813
002268.SZ,电科网安,主板,IT设备,20080811
002271.SZ,东方雨虹,主板,其他建材,20080910
002269.SZ,美邦服饰,主板,服饰,20080828
002270.SZ,华明装备,主板,电气设备,20080905
002272.SZ,川润股份,主板,机械基件,20080919
002266.SZ,浙富控股,主板,环境保护,20080806
002275.SZ,桂林三金,主板,中成药,20090710
002273.SZ,水晶光电,主板,元器件,20080919
002396.SZ,星网锐捷,主板,通信设备,20100623
601107.SH,四川成渝,主板,路桥,20090727
601766.SH,中国中车,主板,运输设备,20080818
601788.SH,光大证券,主板,证券,20090818
002276.SZ,万马股份,主板,电气设备,20090710
002282.SZ,博深股份,主板,机械基件,20090821
002284.SZ,亚太股份,主板,汽车配件,20090828
002283.SZ,天润工业,主板,汽车配件,20090821
002362.SZ,汉王科技,主板,软件服务,20100303
002277.SZ,友阿股份,主板,百货,20090717
601727.SH,上海电气,主板,电气设备,20081205
002278.SZ,神开股份,主板,化工机械,20090811
002461.SZ,珠江啤酒,主板,啤酒,20100818
002285.SZ,世联行,主板,房产服务,20090828
002281.SZ,光迅科技,主板,通信设备,20090821
002287.SZ,奇正藏药,主板,中成药,20090828
002286.SZ,保龄宝,主板,食品,20090828
002289.SZ,*ST宇顺,主板,元器件,20090903
300370.SZ,安控科技,创业板,电器仪表,20140123
002290.SZ,禾盛新材,主板,家用电器,20090903
002296.SZ,辉煌科技,主板,通信设备,20090929
002295.SZ,精艺股份,主板,铜,20090929
002291.SZ,遥望科技,主板,广告包装,20090903
002300.SZ,太阳电缆,主板,电气设备,20091021
002292.SZ,奥飞娱乐,主板,影视音像,20090910
002293.SZ,罗莱生活,主板,纺织,20090910
002294.SZ,信立泰,主板,化学制药,20090910
600999.SH,招商证券,主板,证券,20091117
002297.SZ,博云新材,主板,航空,20090929
300002.SZ,神州泰岳,创业板,互联网,20091030
002599.SZ,盛通股份,主板,广告包装,20110715
601126.SH,四方股份,主板,电气设备,20101231
601633.SH,长城汽车,主板,汽车整车,20110928
002467.SZ,二六三,主板,互联网,20100908
002446.SZ,盛路通信,主板,通信设备,20100713
002448.SZ,中原内配,主板,汽车配件,20100716
002438.SZ,江苏神通,主板,机械基件,20100623
002490.SZ,山东墨龙,主板,化工机械,20101021
002419.SZ,天虹股份,主板,百货,20100601
300445.SZ,康斯特,创业板,电器仪表,20150424
300353.SZ,东土科技,创业板,通信设备,20120927
300444.SZ,双杰电气,创业板,电气设备,20150423
002298.SZ,中电鑫龙,主板,电气设备,20090929
002506.SZ,协鑫集成,主板,电气设备,20101118
601888.SH,中国中免,主板,旅游服务,20091015
002299.SZ,圣农发展,主板,农业综合,20091021
002301.SZ,齐心集团,主板,文教休闲,20091021
002489.SZ,浙江永强,主板,家居用品,20101021
002304.SZ,洋河股份,主板,白酒,20091106
002306.SZ,*ST云网,主板,酒店餐饮,20091111
002365.SZ,永安药业,主板,化学制药,20100305
002302.SZ,西部建设,主板,水泥,20091103
002307.SZ,北新路桥,主板,建筑工程,20091111
002350.SZ,北京科锐,主板,电气设备,20100203
002315.SZ,焦点科技,主板,互联网,20091209
002305.SZ,*ST南置,主板,区域地产,20091106
002303.SZ,美盈森,主板,造纸,20091103
002756.SZ,永兴材料,主板,小金属,20150515
002310.SZ,东方新能,主板,环境保护,20091127
601139.SH,深圳燃气,主板,供气供热,20091225
002309.SZ,中利集团,主板,电气设备,20091127
002311.SZ,海大集团,主板,饲料,20091127
002312.SZ,川发龙蟒,主板,化工原料,20091203
002523.SZ,天桥起重,主板,专用机械,20101210
601618.SH,中国中冶,主板,建筑工程,20090921
002313.SZ,日海智能,主板,通信设备,20091203
002314.SZ,南山控股,主板,区域地产,20091203
002316.SZ,亚联发展,主板,软件服务,20091209
002356.SZ,赫美集团,主板,其他商业,20100209
601117.SH,中国化学,主板,建筑工程,20100107
002318.SZ,久立特材,主板,特种钢,20091211
002327.SZ,富安娜,主板,纺织,20091230
002317.SZ,众生药业,主板,中成药,20091211
002319.SZ,乐通股份,主板,染料涂料,20091211
002474.SZ,榕基软件,主板,软件服务,20100915
002321.SZ,华英农业,主板,农业综合,20091216
300010.SZ,豆神教育,创业板,软件服务,20091030
300001.SZ,特锐德,创业板,电气设备,20091030
002331.SZ,皖通科技,主板,软件服务,20100106
300004.SZ,南风股份,创业板,电气设备,20091030
300008.SZ,天海防务,创业板,船舶,20091030
300003.SZ,乐普医疗,创业板,医疗保健,20091030
300006.SZ,莱美药业,创业板,化学制药,20091030
300007.SZ,汉威科技,创业板,电器仪表,20091030
300014.SZ,亿纬锂能,创业板,电气设备,20091030
300009.SZ,安科生物,创业板,生物制药,20091030
300011.SZ,鼎汉技术,创业板,运输设备,20091030
300005.SZ,探路者,创业板,服饰,20091030
300013.SZ,新宁物流,创业板,仓储物流,20091030
601801.SH,皖新传媒,主板,出版业,20100118
002328.SZ,新朋股份,主板,汽车配件,20091230
300012.SZ,华测检测,创业板,电器仪表,20091030
300018.SZ,中元股份,创业板,电气设备,20091030
300071.SZ,福石控股,创业板,广告包装,20100421
300017.SZ,网宿科技,创业板,软件服务,20091030
300015.SZ,爱尔眼科,创业板,医疗保健,20091030
300019.SZ,硅宝科技,创业板,化工原料,20091030
300020.SZ,ST银江,创业板,软件服务,20091030
300022.SZ,吉峰科技,创业板,农用机械,20091030
300024.SZ,机器人,创业板,专用机械,20091030
300021.SZ,大禹节水,创业板,建筑工程,20091030
300033.SZ,同花顺,创业板,软件服务,20091225
002320.SZ,海峡股份,主板,水运,20091216
601877.SH,正泰电器,主板,电气设备,20100121
300027.SZ,华谊兄弟,创业板,影视音像,20091030
300026.SZ,红日药业,创业板,中成药,20091030
300025.SZ,华星创业,创业板,通信设备,20091030
002324.SZ,普利特,主板,塑料,20091218
002322.SZ,理工能科,主板,软件服务,20091218
002323.SZ,雅博股份,主板,建筑工程,20091218
002326.SZ,永太科技,主板,化工原料,20091222
002330.SZ,得利斯,主板,食品,20100106
002329.SZ,皇氏集团,主板,乳制品,20100106
002333.SZ,罗普斯金,主板,其他建材,20100112
002332.SZ,仙琚制药,主板,化学制药,20100112
002334.SZ,英威腾,主板,电气设备,20100113
002337.SZ,赛象科技,主板,化工机械,20100115
002335.SZ,科华数据,主板,电气设备,20100113
002338.SZ,奥普光电,主板,电器仪表,20100115
002340.SZ,格林美,主板,小金属,20100122
002561.SZ,徐家汇,主板,百货,20110303
002339.SZ,积成电子,主板,电气设备,20100122
002344.SZ,海宁皮城,主板,商品城,20100126
300031.SZ,宝通科技,创业板,互联网,20091225
300139.SZ,晓程科技,创业板,黄金,20101112
002342.SZ,巨力索具,主板,机械基件,20100126
002538.SZ,司尔特,主板,农药化肥,20110118
002343.SZ,慈文传媒,主板,影视音像,20100126
002345.SZ,潮宏基,主板,服饰,20100128
002346.SZ,柘中股份,主板,电气设备,20100128
002347.SZ,泰尔股份,主板,机械基件,20100128
002348.SZ,高乐股份,主板,文教休闲,20100203
002381.SZ,双箭股份,主板,橡胶,20100402
300034.SZ,钢研高纳,创业板,航空,20091225
300032.SZ,金龙机电,创业板,元器件,20091225
002349.SZ,精华制药,主板,中成药,20100203
601678.SH,滨化股份,主板,化工原料,20100223
002351.SZ,漫步者,主板,IT设备,20100205
002352.SZ,顺丰控股,主板,仓储物流,20100205
002591.SZ,恒大高新,主板,环境保护,20110621
002355.SZ,兴民智通,主板,汽车配件,20100209
002353.SZ,杰瑞股份,主板,化工机械,20100205
300029.SZ,*ST天龙,创业板,建筑工程,20091225
002354.SZ,天娱数科,主板,互联网,20100209
300035.SZ,中科电气,创业板,电气设备,20091225
300247.SZ,融捷健康,创业板,医疗保健,20110729
300036.SZ,超图软件,创业板,软件服务,20091225
300030.SZ,阳普医疗,创业板,医疗保健,20091225
002358.SZ,森源电气,主板,电气设备,20100210
002549.SZ,凯美特气,主板,环境保护,20110218
300041.SZ,回天新材,创业板,化工原料,20100108
300037.SZ,新宙邦,创业板,化工原料,20100108
002357.SZ,富临运业,主板,公共交通,20100210
002455.SZ,百川股份,主板,化工原料,20100803
002370.SZ,亚太药业,主板,化学制药,20100316
002375.SZ,亚厦股份,主板,装修装饰,20100323
601688.SH,华泰证券,主板,证券,20100226
002369.SZ,卓翼科技,主板,通信设备,20100316
300040.SZ,九洲集团,创业板,新型电力,20100108
601058.SH,赛轮轮胎,主板,汽车配件,20110630
002360.SZ,同德化工,主板,化工原料,20100303
002364.SZ,中恒电气,主板,电气设备,20100305
300039.SZ,上海凯宝,创业板,中成药,20100108
002367.SZ,康力电梯,主板,运输设备,20100312
002366.SZ,融发核电,主板,专用机械,20100312
601179.SH,中国西电,主板,电气设备,20100128
002361.SZ,神剑股份,主板,化工原料,20100303
002368.SZ,太极股份,主板,软件服务,20100312
002374.SZ,中锐股份,主板,广告包装,20100318
300042.SZ,朗科科技,创业板,IT设备,20100108
300045.SZ,华力创通,创业板,IT设备,20100120
300049.SZ,福瑞医科,创业板,医疗保健,20100120
300047.SZ,天源迪科,创业板,软件服务,20100120
002371.SZ,北方华创,主板,半导体,20100316
300048.SZ,合康新能,创业板,电气设备,20100120
002373.SZ,千方科技,主板,软件服务,20100318
002380.SZ,科远智慧,主板,软件服务,20100331
002566.SZ,益盛药业,主板,中成药,20110318
002372.SZ,伟星新材,主板,其他建材,20100318
002376.SZ,新北洋,主板,IT设备,20100323
002397.SZ,梦洁股份,主板,纺织,20100429
601106.SH,中国一重,主板,工程机械,20100209
002378.SZ,章源钨业,主板,小金属,20100331
300050.SZ,世纪鼎利,创业板,通信设备,20100120
300044.SZ,ST赛为,创业板,软件服务,20100120
300046.SZ,台基股份,创业板,半导体,20100120
300043.SZ,星辉娱乐,创业板,互联网,20100120
603199.SH,九华旅游,主板,旅游景点,20150326
002383.SZ,合众思壮,主板,通信设备,20100402
002363.SZ,隆基机械,主板,汽车配件,20100305
002379.SZ,宏桥控股,主板,铝,20100331
002382.SZ,蓝帆医疗,主板,医疗保健,20100402
002421.SZ,达实智能,主板,软件服务,20100603
300277.SZ,海联讯,创业板,机械基件,20111123
300051.SZ,琏升科技,创业板,综合类,20100211
002392.SZ,北京利尔,主板,其他建材,20100423
002630.SZ,ST华西,主板,专用机械,20111111
002385.SZ,大北农,主板,饲料,20100409
002384.SZ,东山精密,主板,元器件,20100409
002386.SZ,天原股份,主板,化工原料,20100409
002377.SZ,国创高新,主板,其他建材,20100323
300052.SZ,ST中青宝,创业板,互联网,20100211
300054.SZ,鼎龙股份,创业板,化工原料,20100211
300264.SZ,佳创视讯,创业板,软件服务,20110916
002394.SZ,联发股份,主板,纺织,20100423
002393.SZ,力生制药,主板,化学制药,20100423
601158.SH,重庆水务,主板,水务,20100329
002388.SZ,新亚制程,主板,元器件,20100413
300053.SZ,航宇微,创业板,半导体,20100211
300057.SZ,万顺新材,创业板,铝,20100226
300055.SZ,万邦达,创业板,石油加工,20100226
300056.SZ,中创环保,创业板,环境保护,20100226
300058.SZ,蓝色光标,创业板,广告包装,20100226
002407.SZ,多氟多,主板,化工原料,20100518
002387.SZ,维信诺,主板,元器件,20100413
002395.SZ,双象股份,主板,塑料,20100429
002389.SZ,航天彩虹,主板,航空,20100413
002398.SZ,垒知集团,主板,其他建材,20100506
002390.SZ,信邦制药,主板,医药商业,20100416
002391.SZ,长青股份,主板,农药化肥,20100416
601101.SH,昊华能源,主板,煤炭开采,20100331
002399.SZ,海普瑞,主板,化学制药,20100506
002410.SZ,广联达,主板,软件服务,20100525
002408.SZ,齐翔腾达,主板,化工原料,20100518
002401.SZ,中远海科,主板,软件服务,20100506
002400.SZ,省广集团,主板,广告包装,20100506
002404.SZ,嘉欣丝绸,主板,纺织,20100511
002406.SZ,远东传动,主板,汽车配件,20100518
300059.SZ,东方财富,创业板,证券,20100319
002808.SZ,*ST恒久,主板,元器件,20160812
002405.SZ,四维图新,主板,软件服务,20100518
002403.SZ,爱仕达,主板,家用电器,20100511
002402.SZ,和而泰,主板,元器件,20100511
002409.SZ,雅克科技,主板,半导体,20100525
002412.SZ,汉森制药,主板,中成药,20100525
601010.SH,文峰股份,主板,百货,20110603
300061.SZ,旗天科技,创业板,互联网,20100319
002416.SZ,爱施德,主板,电器连锁,20100528
002415.SZ,海康威视,主板,IT设备,20100528
002414.SZ,高德红外,主板,电器仪表,20100716
002413.SZ,雷科防务,主板,通信设备,20100528
300098.SZ,高新兴,创业板,软件服务,20100728
300062.SZ,中能电气,创业板,电气设备,20100319
300087.SZ,荃银高科,创业板,种植业,20100526
300066.SZ,三川智慧,创业板,电器仪表,20100326
002425.SZ,凯撒文化,主板,互联网,20100608
300063.SZ,天龙集团,创业板,互联网,20100326
300065.SZ,海兰信,创业板,船舶,20100326
300068.SZ,南都电源,创业板,电气设备,20100421
002418.SZ,康盛股份,主板,家用电器,20100601
002420.SZ,毅昌科技,主板,家用电器,20100601
601369.SH,陕鼓动力,主板,机械基件,20100428
002422.SZ,科伦药业,主板,化学制药,20100603
002423.SZ,中粮资本,主板,多元金融,20100603
002428.SZ,云南锗业,主板,小金属,20100608
002442.SZ,龙星科技,主板,化工原料,20100706
002424.SZ,ST百灵,主板,中成药,20100603
002426.SZ,胜利精密,主板,元器件,20100608
002427.SZ,尤夫股份,主板,化纤,20100608
002431.SZ,棕榈股份,主板,建筑工程,20100610
002456.SZ,欧菲光,主板,元器件,20100803
601188.SH,龙江交通,主板,路桥,20100319
601518.SH,吉林高速,主板,路桥,20100319
002644.SZ,佛慈制药,主板,中成药,20111222
002430.SZ,杭氧股份,主板,化工机械,20100610
002459.SZ,晶澳科技,主板,电气设备,20100810
300073.SZ,当升科技,创业板,电气设备,20100427
300070.SZ,碧水源,创业板,环境保护,20100421
002432.SZ,九安医疗,主板,医疗保健,20100610
002429.SZ,兆驰股份,主板,家用电器,20100610
002434.SZ,万里扬,主板,汽车配件,20100618
002436.SZ,兴森科技,主板,元器件,20100618
300076.SZ,GQY视讯,创业板,IT设备,20100430
300072.SZ,海新能科,创业板,化工原料,20100427
300105.SZ,龙源技术,创业板,环境保护,20100820
300069.SZ,金利华电,创业板,电气设备,20100421
300067.SZ,安诺其,创业板,染料涂料,20100421
002440.SZ,闰土股份,主板,染料涂料,20100706
002437.SZ,誉衡药业,主板,化学制药,20100623
002443.SZ,金洲管道,主板,钢加工,20100706
002622.SZ,皓宸医疗,主板,医疗保健,20111018
300080.SZ,易成新能,创业板,电气设备,20100625
300075.SZ,数字政通,创业板,软件服务,20100427
002613.SZ,北玻股份,主板,专用机械,20110830
300078.SZ,思创智联,创业板,软件服务,20100430
300074.SZ,华平股份,创业板,软件服务,20100427
300079.SZ,数码视讯,创业板,IT设备,20100430
300083.SZ,创世纪,创业板,机床制造,20100520
002439.SZ,启明星辰,主板,软件服务,20100623
603002.SH,宏昌电子,主板,化工原料,20120518
601012.SH,隆基绿能,主板,电气设备,20120411
300077.SZ,国民技术,创业板,半导体,20100430
300082.SZ,奥克股份,创业板,化工原料,20100520
002469.SZ,三维化学,主板,化工原料,20100908
002441.SZ,众业达,主板,电气设备,20100706
300235.SZ,方直科技,创业板,软件服务,20110629
300084.SZ,海默科技,创业板,专用机械,20100520
002444.SZ,巨星科技,主板,轻工机械,20100713
002492.SZ,恒基达鑫,主板,仓储物流,20101102
002466.SZ,天齐锂业,主板,小金属,20100831
002445.SZ,中南文化,主板,钢加工,20100713
300238.SZ,冠昊生物,创业板,医疗保健,20110706
300086.SZ,康芝药业,创业板,化学制药,20100526
300101.SZ,振芯科技,创业板,通信设备,20100806
601118.SH,海南橡胶,主板,橡胶,20110107
002449.SZ,国星光电,主板,半导体,20100716
300091.SZ,*ST金灵,创业板,机械基件,20100625
300081.SZ,恒信东方,创业板,文教休闲,20100520
002458.SZ,益生股份,主板,农业综合,20100810
002451.SZ,摩恩电气,主板,电气设备,20100720
300272.SZ,开能健康,创业板,家用电器,20111102
300088.SZ,长信科技,创业板,元器件,20100526
300096.SZ,ST易联众,创业板,软件服务,20100728
002457.SZ,青龙管业,主板,塑料,20100803
002529.SZ,*ST海源,主板,专用机械,20101224
601000.SH,唐山港,主板,港口,20100705
002452.SZ,长高电新,主板,电气设备,20100720
002454.SZ,松芝股份,主板,汽车配件,20100720
002453.SZ,华软科技,主板,化工原料,20100720
002460.SZ,赣锋锂业,主板,小金属,20100810
300085.SZ,银之杰,创业板,软件服务,20100526
601717.SH,中创智领,主板,专用机械,20100803
300179.SZ,四方达,创业板,矿物制品,20110215
300097.SZ,ST智云,创业板,专用机械,20100728
002463.SZ,沪电股份,主板,元器件,20100818
002462.SZ,嘉事堂,主板,医药商业,20100818
300099.SZ,尤洛卡,创业板,电器仪表,20100806
300093.SZ,*ST金刚,创业板,电气设备,20100708
601718.SH,际华集团,主板,服饰,20100816
300253.SZ,卫宁健康,创业板,软件服务,20110818
300094.SZ,国联水产,创业板,渔业,20100708
300124.SZ,汇川技术,创业板,电器仪表,20100928
300152.SZ,ST新动力,创业板,环境保护,20101229
300321.SZ,同大股份,创业板,塑料,20120523
300095.SZ,华伍股份,创业板,专用机械,20100728
300245.SZ,天玑科技,创业板,软件服务,20110719
300092.SZ,科新机电,创业板,专用机械,20100708
300100.SZ,双林股份,创业板,汽车配件,20100806
002496.SZ,*ST辉丰,主板,农药化肥,20101109
300103.SZ,达刚控股,创业板,专用机械,20100812
300102.SZ,乾照光电,创业板,半导体,20100812
002465.SZ,海格通信,主板,通信设备,20100831
601018.SH,宁波港,主板,港口,20100928
002484.SZ,江海股份,主板,元器件,20100929
300126.SZ,锐奇股份,创业板,轻工机械,20101013
601288.SH,农业银行,主板,银行,20100715
002468.SZ,申通快递,主板,仓储物流,20100908
300110.SZ,华仁药业,创业板,化学制药,20100825
300173.SZ,ST福能,创业板,轻工机械,20110201
002476.SZ,宝莫股份,主板,化工原料,20100915
002470.SZ,金正大,主板,农药化肥,20100908
300107.SZ,建新股份,创业板,化工原料,20100820
300305.SZ,裕兴股份,创业板,塑料,20120329
601177.SH,杭齿前进,主板,机械基件,20101011
601377.SH,兴业证券,主板,证券,20101013
300106.SZ,西部牧业,创业板,乳制品,20100820
300113.SZ,顺网科技,创业板,互联网,20100827
302132.SZ,中航成飞,创业板,航空,20100827
300112.SZ,万讯自控,创业板,电器仪表,20100827
300133.SZ,华策影视,创业板,影视音像,20101026
300129.SZ,泰胜风能,创业板,电气设备,20101019
300118.SZ,东方日升,创业板,电气设备,20100902
300109.SZ,新开源,创业板,化工原料,20100825
300111.SZ,向日葵,创业板,化学制药,20100827
002478.SZ,常宝股份,主板,钢加工,20100921
002471.SZ,中超控股,主板,电气设备,20100910
300115.SZ,长盈精密,创业板,元器件,20100902
002527.SZ,新时达,主板,电器仪表,20101224
002530.SZ,金财互联,主板,专用机械,20101231
002614.SZ,奥佳华,主板,家用电器,20110909
002472.SZ,双环传动,主板,汽车配件,20100910
002569.SZ,*ST步森,主板,服饰,20110412
002595.SZ,豪迈科技,主板,专用机械,20110628
002475.SZ,立讯精密,主板,元器件,20100915
601098.SH,中南传媒,主板,出版业,20101028
