ts_code,name,market,industry,list_date
000001.SZ,平安银行,主板,银行,19910403
000002.SZ,万科Ａ,主板,全国地产,19910129
000004.SZ,*ST国华,主板,软件服务,19901201
000006.SZ,深振业Ａ,主板,区域地产,19920427
000007.SZ,全新好,主板,其他商业,19920413
000008.SZ,神州高铁,主板,运输设备,19920507
000009.SZ,中国宝安,主板,电气设备,19910625
000010.SZ,美丽生态,主板,建筑工程,19951027
000011.SZ,深物业A,主板,房产服务,19920330
000012.SZ,南玻Ａ,主板,玻璃,19920228
000014.SZ,沙河股份,主板,全国地产,19920602
000016.SZ,深康佳Ａ,主板,家用电器,19920327
000017.SZ,深中华A,主板,服饰,19920331
000019.SZ,深粮控股,主板,农业综合,19921012
000020.SZ,深华发Ａ,主板,元器件,19920428
000021.SZ,深科技,主板,元器件,19940202
001872.SZ,招商港口,主板,港口,19930505
000025.SZ,特力Ａ,主板,综合类,19930621
000026.SZ,飞亚达,主板,服饰,19930603
000027.SZ,深圳能源,主板,火力发电,19930903
000028.SZ,国药一致,主板,医药商业,19930809
000029.SZ,深深房Ａ,主板,区域地产,19930915
000030.SZ,富奥股份,主板,汽车配件,19930929
000031.SZ,大悦城,主板,全国地产,19931008
000032.SZ,深桑达Ａ,主板,建筑工程,19931028
000034.SZ,神州数码,主板,软件服务,19940509
000035.SZ,中国天楹,主板,环境保护,19940408
000036.SZ,华联控股,主板,全国地产,19940617
000037.SZ,深南电A,主板,火力发电,19940701
000039.SZ,中集集团,主板,运输设备,19940408
000042.SZ,中洲控股,主板,全国地产,19940921
001914.SZ,招商积余,主板,房产服务,19940928
000045.SZ,深纺织Ａ,主板,元器件,19940815
000048.SZ,京基智农,主板,农业综合,19941101
000049.SZ,德赛电池,主板,电气设备,19950320
000050.SZ,深天马Ａ,主板,元器件,19950315
000055.SZ,方大集团,主板,其他建材,19960415
000056.SZ,皇庭国际,主板,其他商业,19960708
000058.SZ,深赛格,主板,商品城,19961226
000059.SZ,华锦股份,主板,石油加工,19970130
000060.SZ,中金岭南,主板,铅锌,19970123
000061.SZ,农产品,主板,农业综合,19970110
000062.SZ,深圳华强,主板,元器件,19970130
000063.SZ,中兴通讯,主板,通信设备,19971118
000065.SZ,北方国际,主板,建筑工程,19980605
000066.SZ,中国长城,主板,IT设备,19970626
000068.SZ,华控赛格,主板,环境保护,19970611
000069.SZ,华侨城Ａ,主板,全国地产,19970910
000070.SZ,特发信息,主板,通信设备,20000511
000078.SZ,海王生物,主板,医药商业,19981218
000088.SZ,盐田港,主板,港口,19970728
000089.SZ,深圳机场,主板,机场,19980420
000090.SZ,天健集团,主板,建筑工程,19990721
000096.SZ,广聚能源,主板,石油贸易,20000724
000099.SZ,中信海直,主板,空运,20000731
000100.SZ,TCL科技,主板,元器件,20040130
000151.SZ,中成股份,主板,商贸代理,20000906
000153.SZ,丰原药业,主板,化学制药,20000920
000155.SZ,川能动力,主板,新型电力,20000926
000156.SZ,华数传媒,主板,影视音像,20000906
000157.SZ,中联重科,主板,工程机械,20001012
000158.SZ,常山北明,主板,软件服务,20000724
000159.SZ,国际实业,主板,石油贸易,20000926
000301.SZ,东方盛虹,主板,化纤,20000529
000400.SZ,许继电气,主板,电气设备,19970418
000401.SZ,金隅冀东,主板,水泥,19960614
000402.SZ,金融街,主板,全国地产,19960626
000403.SZ,派林生物,主板,生物制药,19960628
000404.SZ,长虹华意,主板,家用电器,19960619
000407.SZ,胜利股份,主板,供气供热,19960703
000408.SZ,藏格矿业,主板,农药化肥,19960628
000409.SZ,云鼎科技,主板,软件服务,19960627
000410.SZ,沈阳机床,主板,机床制造,19960718
000411.SZ,英特集团,主板,医药商业,19960716
000415.SZ,渤海租赁,主板,多元金融,19960716
000417.SZ,合百集团,主板,百货,19960812
000419.SZ,通程控股,主板,百货,19960816
000420.SZ,吉林化纤,主板,化纤,19960802
000421.SZ,南京公用,主板,供气供热,19960806
000422.SZ,湖北宜化,主板,农药化肥,19960815
000423.SZ,东阿阿胶,主板,中成药,19960729
000425.SZ,徐工机械,主板,工程机械,19960828
000426.SZ,兴业银锡,主板,铅锌,19960828
000428.SZ,华天酒店,主板,酒店餐饮,19960808
000429.SZ,粤高速Ａ,主板,路桥,19980220
000430.SZ,ST张家界,主板,旅游景点,19960829
000488.SZ,ST晨鸣,主板,造纸,20001120
000498.SZ,山东路桥,主板,建筑工程,19970609
000501.SZ,武商集团,主板,百货,19921120
000503.SZ,国新健康,主板,软件服务,19921130
000504.SZ,*ST生物,主板,医疗保健,19921208
000505.SZ,京粮控股,主板,食品,19921221
000506.SZ,招金黄金,主板,黄金,19930312
000507.SZ,珠海港,主板,新型电力,19930326
000509.SZ,华塑控股,主板,元器件,19930507
000510.SZ,新金路,主板,化工原料,19930507
000513.SZ,丽珠集团,主板,化学制药,19931028
000514.SZ,渝开发,主板,区域地产,19930712
000516.SZ,国际医学,主板,医疗保健,19930809
000517.SZ,荣安地产,主板,区域地产,19930806
000518.SZ,*ST四环,主板,生物制药,19930908
000519.SZ,中兵红箭,主板,专用机械,19931008
000520.SZ,凤凰航运,主板,水运,19931025
000521.SZ,长虹美菱,主板,家用电器,19931018
000523.SZ,红棉股份,主板,食品,19931108
000524.SZ,岭南控股,主板,旅游服务,19931118
000525.SZ,红太阳,主板,农药化肥,19931028
000526.SZ,学大教育,主板,文教休闲,19931101
000528.SZ,柳工,主板,工程机械,19931118
000529.SZ,广弘控股,主板,食品,19931118
000530.SZ,冰山冷热,主板,机械基件,19931208
000531.SZ,穗恒运Ａ,主板,火力发电,19940106
000532.SZ,华金资本,主板,多元金融,19940103
000533.SZ,顺钠股份,主板,电气设备,19940103
000534.SZ,万泽股份,主板,生物制药,19940110
000536.SZ,华映科技,主板,元器件,19931126
000537.SZ,绿发电力,主板,新型电力,19931210
000538.SZ,云南白药,主板,中成药,19931215
000539.SZ,粤电力Ａ,主板,火力发电,19931126
000541.SZ,佛山照明,主板,家用电器,19931123
000543.SZ,皖能电力,主板,火力发电,19931220
000544.SZ,中原环保,主板,环境保护,19931208
000545.SZ,金浦钛业,主板,化工原料,19931215
000546.SZ,金圆股份,主板,环境保护,19931215
000547.SZ,航天发展,主板,通信设备,19931130
000548.SZ,湖南投资,主板,路桥,19931220
000550.SZ,江铃汽车,主板,汽车整车,19931201
000551.SZ,创元科技,主板,专用机械,19940106
000552.SZ,甘肃能化,主板,煤炭开采,19940106
000553.SZ,安道麦A,主板,农药化肥,19931203
000554.SZ,泰山石油,主板,石油贸易,19931215
000555.SZ,神州信息,主板,软件服务,19940408
000557.SZ,西部创业,主板,铁路,19940617
000558.SZ,天府文旅,主板,旅游景点,19940509
000559.SZ,万向钱潮,主板,汽车配件,19940110
000560.SZ,我爱我家,主板,房产服务,19940202
000561.SZ,烽火电子,主板,通信设备,19940509
000563.SZ,陕国投Ａ,主板,多元金融,19940110
000564.SZ,供销大集,主板,百货,19940110
000565.SZ,渝三峡Ａ,主板,染料涂料,19940408
000566.SZ,海南海药,主板,化学制药,19940525
000567.SZ,海德股份,主板,多元金融,19940525
000568.SZ,泸州老窖,主板,白酒,19940509
000570.SZ,苏常柴Ａ,主板,农用机械,19940701
000571.SZ,新大洲A,主板,煤炭开采,19940525
000572.SZ,海马汽车,主板,汽车整车,19940808
000573.SZ,粤宏远Ａ,主板,区域地产,19940815
000576.SZ,甘化科工,主板,电气设备,19940907
000581.SZ,威孚高科,主板,汽车配件,19980924
000582.SZ,北部湾港,主板,港口,19951102
000586.SZ,汇源通信,主板,通信设备,19951220
000589.SZ,贵州轮胎,主板,汽车配件,19960308
000590.SZ,古汉医药,主板,中成药,19960119
000591.SZ,太阳能,主板,新型电力,19960208
000592.SZ,平潭发展,主板,林业,19960327
000593.SZ,德龙汇能,主板,供气供热,19960312
000595.SZ,*ST宝实,主板,新型电力,19960419
000596.SZ,古井贡酒,主板,白酒,19960927
000597.SZ,东北制药,主板,化学制药,19960523
000598.SZ,兴蓉环境,主板,水务,19960529
000599.SZ,青岛双星,主板,汽车配件,19960430
000600.SZ,建投能源,主板,火力发电,19960606
000601.SZ,韶能股份,主板,水力发电,19960830
000603.SZ,盛达资源,主板,铅锌,19960823
000605.SZ,渤海股份,主板,水务,19960913
000607.SZ,华媒控股,主板,广告包装,19960830
000608.SZ,*ST阳光,主板,区域地产,19960919
000609.SZ,ST中迪,主板,区域地产,19961010
000610.SZ,西安旅游,主板,旅游服务,19960926
000612.SZ,焦作万方,主板,铝,19960926
000615.SZ,*ST美谷,主板,医疗保健,19961016
000617.SZ,中油资本,主板,多元金融,19961022
000619.SZ,海螺新材,主板,其他建材,19961023
000620.SZ,盈新发展,主板,全国地产,19961029
000623.SZ,吉林敖东,主板,中成药,19961028
000625.SZ,长安汽车,主板,汽车整车,19970610
000626.SZ,远大控股,主板,商贸代理,19961128
000628.SZ,高新发展,主板,建筑工程,19961118
000629.SZ,钒钛股份,主板,小金属,19961115
000630.SZ,铜陵有色,主板,铜,19961120
000631.SZ,顺发恒能,主板,综合类,19961122
000632.SZ,三木集团,主板,综合类,19961121
000633.SZ,合金投资,主板,小金属,19961112
000635.SZ,英力特,主板,化工原料,19961120
000636.SZ,风华高科,主板,元器件,19961129
000637.SZ,茂化实华,主板,石油加工,19961114
000638.SZ,*ST万方,主板,农业综合,19961126
000639.SZ,西王食品,主板,食品,19961126
000650.SZ,仁和药业,主板,中成药,19961210
000651.SZ,格力电器,主板,家用电器,19961118
000652.SZ,泰达股份,主板,批发业,19961128
000655.SZ,金岭矿业,主板,普钢,19961128
000656.SZ,*ST金科,主板,全国地产,19961128
000657.SZ,中钨高新,主板,小金属,19961205
000659.SZ,珠海中富,主板,广告包装,19961203
000661.SZ,长春高新,主板,生物制药,19961218
000663.SZ,永安林业,主板,林业,19961206
000665.SZ,湖北广电,主板,影视音像,19961210
000668.SZ,*ST荣控,主板,房产服务,19961210
000669.SZ,ST金鸿,主板,供气供热,19961210
000670.SZ,盈方微,主板,元器件,19961217
000672.SZ,上峰水泥,主板,水泥,19961218
000676.SZ,智度股份,主板,互联网,19961224
000677.SZ,恒天海龙,主板,化纤,19961226
000678.SZ,襄阳轴承,主板,汽车配件,19970106
000679.SZ,大连友谊,主板,百货,19970124
000680.SZ,山推股份,主板,工程机械,19970122
000681.SZ,视觉中国,主板,互联网,19970121
000682.SZ,东方电子,主板,电气设备,19970121
000683.SZ,博源化工,主板,化工原料,19970131
000685.SZ,中山公用,主板,水务,19970123
000686.SZ,东北证券,主板,证券,19970227
000688.SZ,国城矿业,主板,铅锌,19970120
000690.SZ,宝新能源,主板,火力发电,19970128
000691.SZ,*ST亚太,主板,化工原料,19970228
000692.SZ,惠天热电,主板,供气供热,19970227
000695.SZ,滨海能源,主板,化工原料,19970218
001696.SZ,宗申动力,主板,摩托车,19970306
000697.SZ,ST炼石,主板,航空,19970325
000698.SZ,ST沈化,主板,石油加工,19970220
000700.SZ,模塑科技,主板,汽车配件,19970228
000701.SZ,厦门信达,主板,商贸代理,19970226
000702.SZ,正虹科技,主板,饲料,19970318
000703.SZ,恒逸石化,主板,化纤,19970328
000705.SZ,浙江震元,主板,医药商业,19970410
000707.SZ,双环科技,主板,化工原料,19970415
000708.SZ,中信特钢,主板,特种钢,19970326
000709.SZ,河钢股份,主板,普钢,19970416
000710.SZ,贝瑞基因,主板,医疗保健,19970422
000711.SZ,ST京蓝,主板,环境保护,19970411
000712.SZ,锦龙股份,主板,证券,19970415
000713.SZ,国投丰乐,主板,种植业,19970422
000715.SZ,中兴商业,主板,百货,19970508
000716.SZ,黑芝麻,主板,食品,19970418
000717.SZ,中南股份,主板,普钢,19970508
000718.SZ,苏宁环球,主板,区域地产,19970408
000719.SZ,中原传媒,主板,出版业,19970331
000720.SZ,新能泰山,主板,电气设备,19970509
000721.SZ,西安饮食,主板,酒店餐饮,19970430
000722.SZ,湖南发展,主板,水力发电,19970522
000723.SZ,美锦能源,主板,焦炭加工,19970515
000725.SZ,京东方Ａ,主板,元器件,20010112
000726.SZ,鲁泰Ａ,主板,纺织,20001225
000727.SZ,冠捷科技,主板,元器件,19970520
000728.SZ,国元证券,主板,证券,19970616
000729.SZ,燕京啤酒,主板,啤酒,19970716
000731.SZ,四川美丰,主板,农药化肥,19970617
000733.SZ,振华科技,主板,元器件,19970703
000735.SZ,罗牛山,主板,农业综合,19970611
000736.SZ,*ST中地,主板,全国地产,19970425
000737.SZ,北方铜业,主板,铜,19970428
000738.SZ,航发控制,主板,航空,19970626
000739.SZ,普洛药业,主板,化学制药,19970509
000750.SZ,国海证券,主板,证券,19970709
000751.SZ,锌业股份,主板,铅锌,19970626
000752.SZ,ST西发,主板,啤酒,19970625
000753.SZ,漳州发展,主板,综合类,19970626
000755.SZ,山西高速,主板,路桥,19970627
000756.SZ,新华制药,主板,化学制药,19970806
000757.SZ,浩物股份,主板,汽车服务,19970627
000758.SZ,中色股份,主板,铅锌,19970416
000759.SZ,中百集团,主板,超市连锁,19970519
000761.SZ,本钢板材,主板,普钢,19980115
000762.SZ,西藏矿业,主板,小金属,19970708
000766.SZ,通化金马,主板,化学制药,19970430
000767.SZ,晋控电力,主板,火力发电,19970609
000768.SZ,中航西飞,主板,航空,19970626
000776.SZ,广发证券,主板,证券,19970611
000777.SZ,中核科技,主板,机械基件,19970710
000778.SZ,新兴铸管,主板,钢加工,19970606
000779.SZ,甘咨询,主板,建筑工程,19970528
000782.SZ,恒申新材,主板,化纤,19970619
000783.SZ,长江证券,主板,证券,19970731
000785.SZ,居然智家,主板,百货,19970711
000786.SZ,北新建材,主板,其他建材,19970606
000788.SZ,北大医药,主板,化学制药,19970616
000789.SZ,万年青,主板,水泥,19970923
000790.SZ,华神科技,主板,中成药,19980327
000791.SZ,甘肃能源,主板,水力发电,19971014
000792.SZ,盐湖股份,主板,农药化肥,19970904
000793.SZ,*ST华闻,主板,出版业,19970729
000795.SZ,英洛华,主板,矿物制品,19970808
000796.SZ,凯撒旅业,主板,旅游服务,19970703
000797.SZ,中国武夷,主板,全国地产,19970715
000798.SZ,中水渔业,主板,渔业,19980212
000799.SZ,酒鬼酒,主板,白酒,19970718
000800.SZ,一汽解放,主板,汽车整车,19970618
000801.SZ,四川九洲,主板,家用电器,19980506
000802.SZ,北京文化,主板,影视音像,19980108
000803.SZ,山高环能,主板,环境保护,19980303
000807.SZ,云铝股份,主板,铝,19980408
000809.SZ,和展能源,主板,电气设备,19980616
000810.SZ,创维数字,主板,家用电器,19980602
000811.SZ,冰轮环境,主板,工程机械,19980528
000812.SZ,陕西金叶,主板,广告包装,19980623
000813.SZ,德展健康,主板,化学制药,19980519
000815.SZ,美利云,主板,通信设备,19980609
000816.SZ,智慧农业,主板,农用机械,19970818
000818.SZ,航锦科技,主板,化工原料,19971017
000819.SZ,岳阳兴长,主板,石油加工,19970625
000820.SZ,*ST节能,主板,综合类,19980630
000821.SZ,ST京机,主板,电气设备,19980626
000822.SZ,山东海化,主板,化工原料,19980703
000823.SZ,超声电子,主板,元器件,19971008
000825.SZ,太钢不锈,主板,特种钢,19981021
000826.SZ,启迪环境,主板,环境保护,19980225
000828.SZ,东莞控股,主板,路桥,19970617
000829.SZ,天音控股,主板,其他商业,19971202
000830.SZ,鲁西化工,主板,化工原料,19980807
000831.SZ,中国稀土,主板,小金属,19980911
000833.SZ,粤桂股份,主板,综合类,19981111
000837.SZ,秦川机床,主板,机床制造,19980928
000838.SZ,财信发展,主板,区域地产,19970626
000839.SZ,国安股份,主板,综合类,19971031
000848.SZ,承德露露,主板,软饮料,19971113
000850.SZ,华茂股份,主板,纺织,19981007
000852.SZ,石化机械,主板,化工机械,19981126
000856.SZ,冀东装备,主板,专用机械,19980813
000858.SZ,五粮液,主板,白酒,19980427
000859.SZ,国风新材,主板,塑料,19981119
000860.SZ,顺鑫农业,主板,白酒,19981104
000862.SZ,银星能源,主板,新型电力,19980915
000863.SZ,三湘印象,主板,区域地产,19970925
000868.SZ,安凯客车,主板,汽车整车,19970725
000869.SZ,张裕Ａ,主板,红黄酒,20001026
000875.SZ,电投绿能,主板,火力发电,20020926
000876.SZ,新希望,主板,饲料,19980311
000877.SZ,天山股份,主板,水泥,19990107
000878.SZ,云南铜业,主板,铜,19980602
000880.SZ,潍柴重机,主板,专用机械,19980402
000881.SZ,中广核技,主板,化工原料,19980902
000882.SZ,华联股份,主板,其他商业,19980616
000883.SZ,湖北能源,主板,水力发电,19980519
000885.SZ,城发环境,主板,环境保护,19990319
000886.SZ,海南高速,主板,区域地产,19980123
000887.SZ,中鼎股份,主板,汽车配件,19981203
000888.SZ,峨眉山Ａ,主板,旅游景点,19971021
000889.SZ,中嘉博创,主板,通信设备,19971218
000890.SZ,法尔胜,主板,环境保护,19990119
000892.SZ,欢瑞世纪,主板,影视音像,19990115
000893.SZ,亚钾国际,主板,农药化肥,19981224
000895.SZ,双汇发展,主板,食品,19981210
001896.SZ,豫能控股,主板,火力发电,19980122
000897.SZ,津滨发展,主板,区域地产,19990422
000898.SZ,鞍钢股份,主板,普钢,19971225
000899.SZ,赣能股份,主板,火力发电,19971126
000900.SZ,现代投资,主板,路桥,19990128
000901.SZ,航天科技,主板,汽车配件,19990401
000902.SZ,新洋丰,主板,农药化肥,19990408
000903.SZ,ST云动,主板,汽车配件,19990415
000905.SZ,厦门港务,主板,港口,19990429
000906.SZ,浙商中拓,主板,仓储物流,19990707
000908.SZ,*ST景峰,主板,化学制药,19990203
000909.SZ,ST数源,主板,区域地产,19990507
000910.SZ,大亚圣象,主板,家居用品,19990630
000911.SZ,广农糖业,主板,食品,19990527
000912.SZ,泸天化,主板,农药化肥,19990603
000913.SZ,钱江摩托,主板,摩托车,19990514
000915.SZ,华特达因,主板,化学制药,19990609
000917.SZ,电广传媒,主板,广告包装,19990325
000919.SZ,金陵药业,主板,化学制药,19991118
000920.SZ,沃顿科技,主板,塑料,19990616
000921.SZ,海信家电,主板,家用电器,19990713
000922.SZ,佳电股份,主板,电气设备,19990618
000923.SZ,河钢资源,主板,普钢,19990714
000925.SZ,众合科技,主板,运输设备,19990611
000926.SZ,福星股份,主板,区域地产,19990618
000927.SZ,中国铁物,主板,仓储物流,19990727
000928.SZ,中钢国际,主板,建筑工程,19990312
000929.SZ,*ST兰黄,主板,啤酒,19990623
000930.SZ,中粮科技,主板,农业综合,19990712
000931.SZ,中关村,主板,化学制药,19990712
000932.SZ,华菱钢铁,主板,普钢,19990803
000933.SZ,神火股份,主板,铝,19990831
000935.SZ,四川双马,主板,水泥,19990824
000936.SZ,华西股份,主板,化纤,19990810
000937.SZ,冀中能源,主板,煤炭开采,19990909
000938.SZ,紫光股份,主板,IT设备,19991104
000948.SZ,南天信息,主板,软件服务,19991014
000949.SZ,新乡化纤,主板,化纤,19991021
000950.SZ,重药控股,主板,医药商业,19990916
000951.SZ,中国重汽,主板,汽车整车,19991125
000952.SZ,广济药业,主板,化学制药,19991112
000953.SZ,河化股份,主板,化学制药,19991202
000955.SZ,欣龙控股,主板,纺织,19991209
000957.SZ,中通客车,主板,汽车整车,20000113
000958.SZ,电投产融,主板,新型电力,19991223
000959.SZ,首钢股份,主板,普钢,19991216
000960.SZ,锡业股份,主板,小金属,20000221
000962.SZ,东方钽业,主板,小金属,20000120
000963.SZ,华东医药,主板,化学制药,20000127
000965.SZ,天保基建,主板,区域地产,20000406
000966.SZ,长源电力,主板,火力发电,20000316
000967.SZ,盈峰环境,主板,环境保护,20000330
000968.SZ,蓝焰控股,主板,石油开采,20000622
000969.SZ,安泰科技,主板,小金属,20000529
000970.SZ,中科三环,主板,矿物制品,20000420
000972.SZ,*ST中基,主板,食品,20000926
000973.SZ,佛塑科技,主板,塑料,20000525
000975.SZ,山金国际,主板,黄金,20000608
000977.SZ,浪潮信息,主板,IT设备,20000608
000978.SZ,桂林旅游,主板,旅游景点,20000518
000980.SZ,众泰汽车,主板,汽车配件,20000616
000981.SZ,山子高科,主板,汽车配件,20000622
000983.SZ,山西焦煤,主板,煤炭开采,20000726
000985.SZ,大庆华科,主板,化工原料,20000726
000987.SZ,越秀资本,主板,多元金融,20000718
000988.SZ,华工科技,主板,专用机械,20000608
000989.SZ,九芝堂,主板,中成药,20000628
000990.SZ,诚志股份,主板,化工原料,20000706
000993.SZ,闽东电力,主板,水力发电,20000731
000995.SZ,皇台酒业,主板,白酒,20000807
000997.SZ,新大陆,主板,IT设备,20000807
000998.SZ,隆平高科,主板,种植业,20001211
000999.SZ,华润三九,主板,中成药,20000309
002001.SZ,新和成,主板,化学制药,20040625
002181.SZ,粤传媒,主板,出版业,20071116
600000.SH,浦发银行,主板,银行,19991110
600004.SH,白云机场,主板,机场,20030428
600006.SH,东风股份,主板,汽车整车,19990727
600007.SH,中国国贸,主板,园区开发,19990312
600008.SH,首创环保,主板,水务,20000427
600009.SH,上海机场,主板,机场,19980218
600010.SH,包钢股份,主板,普钢,20010309
600011.SH,华能国际,主板,火力发电,20011206
600012.SH,皖通高速,主板,路桥,20030107
600015.SH,华夏银行,主板,银行,20030912
600016.SH,民生银行,主板,银行,20001219
600019.SH,宝钢股份,主板,普钢,20001212
600020.SH,中原高速,主板,路桥,20030808
600021.SH,上海电力,主板,火力发电,20031029
600026.SH,中远海能,主板,水运,20020523
600028.SH,中国石化,主板,石油加工,20010808
600029.SH,南方航空,主板,空运,20030725
600030.SH,中信证券,主板,证券,20030106
600031.SH,三一重工,主板,工程机械,20030703
600033.SH,福建高速,主板,路桥,20010209
600035.SH,楚天高速,主板,路桥,20040310
600036.SH,招商银行,主板,银行,20020409
600037.SH,歌华有线,主板,影视音像,20010208
600038.SH,中直股份,主板,航空,20001218
600039.SH,四川路桥,主板,建筑工程,20030325
600050.SH,中国联通,主板,电信运营,20021009
600051.SH,宁波联合,主板,综合类,19970410
600052.SH,东望时代,主板,供气供热,19970415
600053.SH,九鼎投资,主板,多元金融,19970418
600054.SH,黄山旅游,主板,旅游景点,19970506
600055.SH,万东医疗,主板,医疗保健,19970519
600056.SH,中国医药,主板,医药商业,19970515
600057.SH,厦门象屿,主板,仓储物流,19970604
600058.SH,五矿发展,主板,商贸代理,19970528
600059.SH,古越龙山,主板,红黄酒,19970516
600060.SH,海信视像,主板,家用电器,19970422
600061.SH,国投资本,主板,证券,19970519
600062.SH,华润双鹤,主板,化学制药,19970522
600063.SH,皖维高新,主板,化纤,19970528
600064.SH,南京高科,主板,园区开发,19970506
600066.SH,宇通客车,主板,汽车整车,19970508
600067.SH,冠城新材,主板,电气设备,19970508
600071.SH,凤凰光学,主板,元器件,19970528
600072.SH,中船科技,主板,电气设备,19970603
600073.SH,光明肉业,主板,食品,19970704
600075.SH,新疆天业,主板,化工原料,19970617
600076.SH,康欣新材,主板,广告包装,19970526
600078.SH,澄星股份,主板,化工原料,19970627
600079.SH,ST人福,主板,化学制药,19970606
600080.SH,金花股份,主板,中成药,19970612
600081.SH,东风科技,主板,汽车配件,19970703
600082.SH,海泰发展,主板,园区开发,19970620
600084.SH,中信尼雅,主板,红黄酒,19970711
600085.SH,同仁堂,主板,中成药,19970625
600088.SH,中视传媒,主板,影视音像,19970616
600089.SH,特变电工,主板,电气设备,19970618
600094.SH,大名城,主板,区域地产,19970703
600095.SH,湘财股份,主板,证券,19970708
600096.SH,云天化,主板,农药化肥,19970709
600097.SH,开创国际,主板,渔业,19970619
600098.SH,广州发展,主板,火力发电,19970718
600099.SH,林海股份,主板,汽车整车,19970704
600100.SH,同方股份,主板,IT设备,19970627
600101.SH,明星电力,主板,水力发电,19970627
600103.SH,青山纸业,主板,造纸,19970703
600104.SH,上汽集团,主板,汽车整车,19971125
600105.SH,永鼎股份,主板,通信设备,19970929
600106.SH,重庆路桥,主板,路桥,19970618
600107.SH,ST尔雅,主板,服饰,19971106
600108.SH,亚盛集团,主板,种植业,19970818
600109.SH,国金证券,主板,证券,19970807
600110.SH,诺德股份,主板,电气设备,19971007
600111.SH,北方稀土,主板,小金属,19970924
600113.SH,浙江东日,主板,区域地产,19971021
600114.SH,东睦股份,主板,机械基件,20040511
600115.SH,中国东航,主板,空运,19971105
600116.SH,三峡水利,主板,水力发电,19970804
600117.SH,西宁特钢,主板,特种钢,19971015
600118.SH,中国卫星,主板,航空,19970908
600119.SH,长江投资,主板,仓储物流,19980115
600120.SH,浙江东方,主板,多元金融,19971201
600121.SH,郑州煤电,主板,煤炭开采,19980107
600123.SH,兰花科创,主板,煤炭开采,19981217
600125.SH,铁龙物流,主板,铁路,19980511
600126.SH,杭钢股份,主板,普钢,19980311
600127.SH,金健米业,主板,农业综合,19980506
600128.SH,苏豪弘业,主板,商贸代理,19970901
600129.SH,太极集团,主板,中成药,19971118
600130.SH,*ST波导,主板,元器件,20000706
600131.SH,国网信通,主板,通信设备,19980402
600132.SH,重庆啤酒,主板,啤酒,19971030
600133.SH,东湖高新,主板,环境保护,19980212
600135.SH,乐凯胶片,主板,塑料,19980122
600136.SH,ST明诚,主板,房产服务,19980303
600137.SH,浪莎股份,主板,服饰,19980416
600138.SH,中青旅,主板,旅游景点,19971203
600141.SH,兴发集团,主板,农药化肥,19990616
600148.SH,长春一东,主板,汽车配件,19980520
600149.SH,廊坊发展,主板,综合类,19991014
600150.SH,中国船舶,主板,船舶,19980520
600151.SH,航天机电,主板,汽车配件,19980605
600152.SH,维科技术,主板,电气设备,19980609
600153.SH,建发股份,主板,仓储物流,19980616
600155.SH,华创云信,主板,证券,19980918
600156.SH,华升股份,主板,纺织,19980527
600157.SH,永泰能源,主板,火力发电,19980513
600158.SH,中体产业,主板,文教休闲,19980327
600159.SH,大龙地产,主板,区域地产,19980526
600160.SH,巨化股份,主板,化工原料,19980626
600161.SH,天坛生物,主板,生物制药,19980616
600162.SH,香江控股,主板,全国地产,19980609
600163.SH,中闽能源,主板,新型电力,19980602
600165.SH,ST宁科,主板,化工原料,19980529
600166.SH,福田汽车,主板,汽车整车,19980602
600167.SH,联美控股,主板,供气供热,19990128
600168.SH,武汉控股,主板,水务,19980427
600169.SH,ST太重,主板,工程机械,19980904
600170.SH,上海建工,主板,建筑工程,19980623
600171.SH,上海贝岭,主板,半导体,19980924
600172.SH,黄河旋风,主板,矿物制品,19981126
600173.SH,卧龙新能,主板,全国地产,19990415
600176.SH,中国巨石,主板,玻璃,19990422
600177.SH,雅戈尔,主板,服饰,19981119
600178.SH,东安动力,主板,汽车配件,19981014
600179.SH,安通控股,主板,水运,19981104
600180.SH,瑞茂通,主板,仓储物流,19980703
600182.SH,S佳通,主板,汽车配件,19990507
600183.SH,生益科技,主板,元器件,19981028
600184.SH,光电股份,主板,专用机械,20031106
600185.SH,珠免集团,主板,旅游服务,19990611
600186.SH,莲花控股,主板,食品,19980825
600187.SH,国中水务,主板,水务,19981111
600188.SH,兖矿能源,主板,煤炭开采,19980701
600189.SH,泉阳泉,主板,软饮料,19981007
600191.SH,华资实业,主板,食品,19981210
600192.SH,长城电工,主板,电气设备,19981224
600193.SH,*ST创兴,主板,装修装饰,19990527
600195.SH,中牧股份,主板,农业综合,19990107
600196.SH,复星医药,主板,化学制药,19980807
600197.SH,伊力特,主板,白酒,19990916
600198.SH,大唐电信,主板,通信设备,19981021
600199.SH,金种子酒,主板,白酒,19980812
600201.SH,生物股份,主板,农业综合,19990115
600202.SH,哈空调,主板,专用机械,19990603
600203.SH,福日电子,主板,元器件,19990514
600206.SH,有研新材,主板,半导体,19990319
600207.SH,安彩高科,主板,电气设备,19990714
600208.SH,衢州发展,主板,全国地产,19990623
600210.SH,紫江企业,主板,广告包装,19990824
600211.SH,西藏药业,主板,生物制药,19990721
600212.SH,绿能慧充,主板,电气设备,19990817
600215.SH,派斯林,主板,专用机械,19990909
600216.SH,浙江医药,主板,化学制药,19991021
600217.SH,中再资环,主板,环境保护,19991216
600218.SH,全柴动力,主板,汽车配件,19981203
